age_bin,gender,esl,almost_always,almost_certainly,always,certainly,frequently,likely,maybe,might_happen,more_often_than_not,never,not_often,often,possibly,probably,rarely,real_possibility,serious_possibility,slam_dunk,unlikely,usually,with_high_probability,with_low_probability,with_moderate_probability
50-55,M,S,90.0,90.0,100.0,100.0,70.0,75.0,50.0,50.0,60.0,0.0,30.0,80.0,60.0,75.0,20.0,75.0,75.0,95.0,10.0,80.0,80.0,5.0,40.0
50-55,M,S,95.0,95.0,100.0,99.0,40.0,55.0,25.0,20.0,51.0,0.0,10.0,50.0,20.0,51.0,10.0,30.0,40.0,85.0,10.0,75.0,60.0,15.0,40.0
50-55,M,S,90.0,90.0,100.0,100.0,75.0,75.0,50.0,50.0,60.0,0.0,25.0,75.0,40.0,50.0,10.0,60.0,75.0,100.0,25.0,75.0,80.0,25.0,50.0
50-55,M,S,90.0,95.0,99.0,99.0,50.0,70.0,50.0,50.0,75.0,0.0,10.0,70.0,50.0,60.0,15.0,80.0,50.0,99.0,5.0,80.0,90.0,10.0,30.0
55-60,F,E,90.0,75.0,100.0,80.0,70.0,70.0,60.0,70.0,60.0,0.0,25.0,80.0,55.0,75.0,20.0,40.0,65.0,90.0,20.0,80.0,80.0,30.0,70.0
55-60,F,E,90.0,70.0,95.0,90.0,80.0,80.0,50.0,50.0,75.0,0.0,10.0,70.0,50.0,75.0,15.0,80.0,60.0,95.0,10.0,80.0,85.0,20.0,50.0
55-60,F,E,95.0,90.0,95.0,75.0,75.0,75.0,40.0,25.0,60.0,0.0,5.0,65.0,20.0,60.0,2.0,30.0,55.0,99.0,1.0,80.0,80.0,3.0,20.0
55-60,F,E,50.0,75.0,50.0,80.0,85.0,80.0,50.0,95.0,80.0,25.0,25.0,65.0,82.0,80.0,0.0,90.0,95.0,5.0,90.0,60.0,90.0,65.0,50.0
55-60,F,E,90.0,95.0,100.0,100.0,60.0,80.0,50.0,30.0,75.0,0.0,10.0,60.0,80.0,95.0,5.0,90.0,95.0,100.0,5.0,80.0,90.0,20.0,80.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,90.0,95.0,99.0,99.0,70.0,70.0,50.0,50.0,60.0,5.0,35.0,75.0,50.0,65.0,5.0,55.0,50.0,95.0,40.0,55.0,85.0,20.0,55.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,90.0,95.0,99.0,98.0,60.0,80.0,50.0,50.0,51.0,1.0,10.0,60.0,45.0,65.0,4.0,72.0,72.0,98.0,20.0,70.0,85.0,15.0,53.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,90.0,95.0,99.0,98.0,62.0,70.0,50.0,30.0,51.0,1.0,12.0,65.0,43.0,72.0,19.0,60.0,62.0,90.0,12.0,83.0,85.0,15.0,42.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,85.0,90.0,100.0,99.0,75.0,70.0,50.0,40.0,60.0,0.0,30.0,75.0,50.0,70.0,15.0,60.0,75.0,99.0,30.0,75.0,80.0,20.0,65.0
55-60,F,E,95.0,90.0,100.0,100.0,75.0,65.0,50.0,35.0,65.0,0.0,15.0,55.0,30.0,70.0,10.0,40.0,65.0,85.0,10.0,85.0,80.0,15.0,65.0
55-60,F,E,70.0,90.0,75.0,90.0,40.0,20.0,30.0,25.0,40.0,5.0,10.0,45.0,35.0,30.0,5.0,50.0,50.0,80.0,5.0,65.0,80.0,5.0,25.0
55-60,F,E,95.0,95.0,100.0,100.0,70.0,60.0,50.0,20.0,51.0,0.0,5.0,80.0,50.0,70.0,5.0,60.0,65.0,100.0,10.0,80.0,75.0,20.0,40.0
55-60,F,E,95.0,90.0,100.0,100.0,85.0,50.0,45.0,45.0,90.0,0.0,40.0,50.0,85.0,70.0,10.0,80.0,80.0,100.0,0.0,80.0,90.0,30.0,75.0
55-60,F,E,90.0,99.0,100.0,99.0,75.0,75.0,50.0,45.0,65.0,0.0,10.0,70.0,30.0,85.0,5.0,75.0,85.0,100.0,15.0,85.0,85.0,3.0,65.0
55-60,F,E,99.0,99.0,100.0,100.0,50.0,50.0,10.0,50.0,51.0,0.0,10.0,50.0,1.0,75.0,1.0,10.0,20.0,99.0,1.0,90.0,90.0,1.0,50.0
55-60,F,E,80.0,95.0,100.0,99.0,85.0,95.0,50.0,55.0,75.0,0.0,15.0,80.0,60.0,95.0,10.0,65.0,85.0,100.0,5.0,90.0,95.0,15.0,55.0
55-60,F,E,90.0,85.0,70.0,70.0,50.0,80.0,15.0,10.0,60.0,20.0,30.0,70.0,40.0,80.0,50.0,85.0,80.0,95.0,0.0,50.0,85.0,10.0,50.0
55-60,F,E,60.0,90.0,75.0,80.0,60.0,60.0,50.0,40.0,55.0,0.0,5.0,95.0,70.0,50.0,2.0,65.0,70.0,80.0,20.0,50.0,90.0,10.0,50.0
55-60,F,E,90.0,95.0,95.0,100.0,70.0,90.0,40.0,50.0,65.0,75.0,25.0,75.0,60.0,75.0,5.0,85.0,75.0,95.0,10.0,95.0,85.0,20.0,45.0
55-60,F,E,80.0,90.0,90.0,80.0,65.0,60.0,40.0,15.0,60.0,5.0,20.0,40.0,15.0,42.0,10.0,55.0,60.0,90.0,20.0,60.0,75.0,20.0,30.0
55-60,F,E,95.0,90.0,100.0,98.0,80.0,90.0,50.0,50.0,75.0,100.0,65.0,50.0,50.0,90.0,90.0,97.0,90.0,100.0,95.0,85.0,95.0,10.0,80.0
55-60,F,S,85.0,75.0,99.0,60.0,50.0,60.0,50.0,60.0,80.0,0.0,20.0,75.0,70.0,50.0,10.0,75.0,85.0,99.0,20.0,70.0,95.0,30.0,65.0
55-60,M,E,90.0,90.0,99.0,90.0,60.0,70.0,50.0,50.0,60.0,1.0,20.0,75.0,50.0,60.0,10.0,80.0,40.0,90.0,20.0,65.0,80.0,10.0,25.0
55-60,M,E,85.0,90.0,100.0,95.0,70.0,70.0,30.0,15.0,60.0,2.0,20.0,70.0,30.0,60.0,10.0,50.0,50.0,95.0,15.0,75.0,80.0,10.0,40.0
55-60,M,E,90.0,90.0,95.0,90.0,70.0,60.0,50.0,40.0,60.0,5.0,30.0,70.0,20.0,60.0,10.0,60.0,65.0,85.0,20.0,75.0,80.0,30.0,55.0
55-60,M,E,90.0,95.0,100.0,,80.0,65.0,40.0,20.0,51.0,0.0,20.0,60.0,20.0,100.0,10.0,20.0,40.0,95.0,95.0,60.0,80.0,20.0,60.0
55-60,M,E,90.0,95.0,99.0,98.0,60.0,60.0,50.0,40.0,52.0,2.0,25.0,40.0,15.0,55.0,3.0,40.0,60.0,98.0,30.0,60.0,70.0,10.0,45.0
55-60,M,E,90.0,85.0,100.0,95.0,75.0,75.0,40.0,30.0,60.0,0.0,15.0,65.0,55.0,55.0,15.0,20.0,75.0,95.0,15.0,70.0,85.0,10.0,60.0
55-60,M,E,96.0,80.0,100.0,100.0,50.0,40.0,30.0,30.0,60.0,0.0,10.0,60.0,40.0,40.0,5.0,75.0,60.0,95.0,15.0,65.0,90.0,10.0,35.0
55-60,M,E,80.0,80.0,95.0,90.0,80.0,80.0,50.0,50.0,80.0,0.0,18.0,40.0,40.0,65.0,20.0,28.0,70.0,95.0,15.0,75.0,85.0,10.0,20.0
55-60,M,E,99.0,99.0,100.0,100.0,75.0,90.0,60.0,40.0,65.0,1.0,5.0,90.0,60.0,80.0,5.0,85.0,75.0,100.0,5.0,90.0,95.0,10.0,70.0
55-60,M,E,90.0,90.0,90.0,90.0,33.0,55.0,25.0,10.0,51.0,2.0,5.0,20.0,10.0,55.0,10.0,20.0,20.0,90.0,45.0,51.0,80.0,10.0,51.0
55-60,M,E,90.0,95.0,100.0,94.0,40.0,75.0,45.0,30.0,60.0,0.0,15.0,35.0,25.0,60.0,10.0,25.0,40.0,99.0,20.0,67.0,80.0,15.0,11.0
55-60,M,E,96.0,80.0,100.0,100.0,50.0,40.0,30.0,30.0,60.0,0.0,10.0,60.0,40.0,40.0,5.0,75.0,60.0,95.0,15.0,65.0,90.0,10.0,35.0
55-60,M,E,90.0,99.0,100.0,99.0,75.0,80.0,50.0,50.0,51.0,0.0,30.0,70.0,10.0,51.0,10.0,75.0,80.0,99.0,49.0,90.0,75.0,35.0,50.0
55-60,M,E,80.0,80.0,100.0,100.0,60.0,70.0,50.0,50.0,51.0,0.0,5.0,60.0,55.0,55.0,2.0,50.0,50.0,80.0,40.0,60.0,70.0,10.0,55.0
55-60,M,E,95.0,90.0,100.0,95.0,60.0,60.0,50.0,55.0,55.0,0.0,30.0,60.0,70.0,80.0,10.0,70.0,70.0,95.0,30.0,70.0,80.0,30.0,60.0
55-60,M,E,90.0,95.0,100.0,100.0,35.0,80.0,25.0,25.0,51.0,0.0,20.0,65.0,25.0,60.0,15.0,45.0,40.0,99.0,10.0,75.0,85.0,15.0,50.0
55-60,M,E,90.0,85.0,100.0,95.0,75.0,75.0,40.0,30.0,60.0,0.0,15.0,65.0,55.0,55.0,15.0,20.0,75.0,95.0,15.0,70.0,85.0,10.0,60.0
55-60,M,E,95.0,97.0,99.0,99.0,70.0,75.0,15.0,5.0,51.0,1.0,25.0,70.0,10.0,85.0,5.0,50.0,20.0,95.0,10.0,80.0,80.0,5.0,50.0
55-60,M,E,85.0,97.0,99.0,95.0,66.0,66.0,45.0,33.0,60.0,1.0,25.0,66.0,40.0,75.0,15.0,60.0,75.0,90.0,10.0,66.0,80.0,20.0,45.0
55-60,M,E,95.0,85.0,100.0,90.0,70.0,65.0,50.0,20.0,51.0,0.0,10.0,80.0,40.0,75.0,2.0,60.0,60.0,99.0,10.0,55.0,85.0,25.0,50.0
55-60,M,E,90.0,93.0,97.0,97.0,70.0,70.0,35.0,20.0,60.0,3.0,35.0,60.0,30.0,65.0,15.0,35.0,35.0,85.0,30.0,70.0,80.0,35.0,65.0
55-60,M,E,95.0,98.0,99.0,25.0,50.0,66.0,51.0,44.0,55.0,1.0,30.0,70.0,15.0,70.0,10.0,20.0,75.0,80.0,33.0,66.0,80.0,10.0,50.0
55-60,M,E,,95.0,95.0,95.0,80.0,80.0,30.0,60.0,60.0,5.0,10.0,80.0,30.0,70.0,20.0,75.0,95.0,98.0,30.0,80.0,90.0,20.0,80.0
55-60,M,E,95.0,90.0,100.0,95.0,70.0,65.0,30.0,20.0,75.0,0.0,15.0,70.0,15.0,75.0,5.0,40.0,40.0,80.0,20.0,85.0,80.0,5.0,50.0
55-60,M,E,95.0,95.0,100.0,99.0,75.0,90.0,30.0,30.0,60.0,0.0,20.0,75.0,20.0,80.0,10.0,30.0,60.0,95.0,10.0,75.0,80.0,10.0,40.0
55-60,M,E,90.0,95.0,100.0,80.0,65.0,70.0,50.0,35.0,55.0,10.0,35.0,75.0,40.0,60.0,25.0,45.0,45.0,80.0,30.0,65.0,70.0,30.0,50.0
55-60,M,E,90.0,95.0,100.0,100.0,75.0,80.0,70.0,50.0,75.0,0.0,25.0,75.0,55.0,75.0,10.0,80.0,75.0,95.0,25.0,80.0,80.0,20.0,55.0
55-60,M,E,95.0,95.0,90.0,99.0,40.0,65.0,20.0,10.0,55.0,1.0,10.0,33.0,25.0,65.0,5.0,35.0,15.0,99.0,30.0,65.0,80.0,20.0,35.0
55-60,M,E,85.0,90.0,100.0,95.0,70.0,75.0,50.0,45.0,55.0,0.0,30.0,65.0,30.0,80.0,10.0,55.0,55.0,95.0,20.0,90.0,80.0,15.0,55.0
55-60,M,E,90.0,85.0,99.0,80.0,60.0,75.0,25.0,50.0,60.0,0.0,20.0,80.0,50.0,60.0,5.0,85.0,70.0,95.0,5.0,75.0,90.0,10.0,50.0
55-60,M,E,70.0,90.0,90.0,95.0,50.0,50.0,50.0,40.0,55.0,0.0,20.0,50.0,40.0,60.0,10.0,75.0,60.0,90.0,10.0,65.0,80.0,20.0,30.0
55-60,M,E,99.0,95.0,95.0,99.0,65.0,95.0,50.0,25.0,55.0,0.0,5.0,65.0,40.0,55.0,1.0,45.0,30.0,99.0,10.0,80.0,80.0,5.0,40.0
55-60,M,E,90.0,95.0,100.0,100.0,70.0,80.0,50.0,45.0,65.0,0.0,30.0,70.0,60.0,85.0,5.0,75.0,80.0,95.0,20.0,75.0,90.0,10.0,
55-60,M,E,95.0,95.0,100.0,100.0,80.0,70.0,40.0,10.0,60.0,0.0,10.0,75.0,30.0,75.0,5.0,70.0,80.0,99.0,30.0,90.0,90.0,10.0,65.0
55-60,M,E,98.0,85.0,100.0,80.0,50.0,60.0,50.0,35.0,55.0,0.0,40.0,50.0,30.0,60.0,5.0,35.0,40.0,98.0,20.0,60.0,75.0,10.0,50.0
55-60,M,E,85.0,90.0,100.0,100.0,80.0,75.0,50.0,40.0,60.0,1.0,25.0,75.0,40.0,80.0,5.0,85.0,80.0,99.0,20.0,80.0,85.0,15.0,50.0
55-60,M,E,98.0,98.0,98.0,95.0,50.0,,25.0,20.0,51.0,1.0,10.0,75.0,5.0,67.0,5.0,20.0,20.0,99.0,5.0,80.0,95.0,5.0,75.0
55-60,M,E,75.0,85.0,95.0,90.0,70.0,65.0,35.0,30.0,65.0,5.0,40.0,60.0,30.0,75.0,10.0,45.0,40.0,95.0,25.0,65.0,80.0,20.0,40.0
55-60,M,E,90.0,90.0,100.0,100.0,95.0,75.0,50.0,50.0,60.0,0.0,20.0,80.0,50.0,85.0,5.0,70.0,65.0,100.0,25.0,70.0,90.0,10.0,50.0
55-60,M,E,85.0,85.0,99.0,99.0,65.0,75.0,50.0,50.0,50.0,1.0,15.0,70.0,50.0,80.0,15.0,60.0,70.0,99.0,15.0,75.0,80.0,15.0,50.0
55-60,M,E,85.0,85.0,99.0,99.0,65.0,75.0,50.0,50.0,50.0,1.0,15.0,70.0,50.0,80.0,15.0,60.0,70.0,99.0,15.0,75.0,80.0,15.0,50.0
55-60,M,E,80.0,80.0,100.0,95.0,70.0,50.0,30.0,5.0,60.0,0.0,20.0,70.0,25.0,60.0,10.0,65.0,70.0,80.0,10.0,60.0,80.0,10.0,75.0
55-60,M,E,95.0,95.0,100.0,99.0,70.0,70.0,30.0,50.0,60.0,0.0,20.0,45.0,45.0,65.0,5.0,40.0,30.0,99.0,20.0,70.0,90.0,15.0,40.0
55-60,M,E,75.0,90.0,85.0,80.0,75.0,75.0,50.0,50.0,60.0,5.0,10.0,75.0,50.0,60.0,10.0,75.0,75.0,95.0,10.0,75.0,85.0,10.0,50.0
55-60,M,E,90.0,99.0,100.0,100.0,66.0,75.0,50.0,50.0,60.0,0.0,10.0,66.0,50.0,60.0,1.0,70.0,80.0,95.0,10.0,66.0,90.0,5.0,53.0
55-60,M,E,95.0,95.0,100.0,100.0,60.0,70.0,55.0,55.0,55.0,0.0,10.0,80.0,60.0,70.0,10.0,60.0,70.0,90.0,20.0,60.0,85.0,5.0,60.0
55-60,M,E,85.0,90.0,99.0,90.0,70.0,70.0,50.0,50.0,50.0,1.0,20.0,75.0,50.0,50.0,10.0,60.0,70.0,90.0,15.0,60.0,75.0,15.0,50.0
55-60,M,E,80.0,90.0,99.0,99.0,30.0,70.0,20.0,10.0,55.0,1.0,20.0,30.0,10.0,65.0,5.0,20.0,60.0,99.0,40.0,60.0,90.0,20.0,50.0
55-60,M,E,95.0,95.0,90.0,99.0,40.0,65.0,20.0,10.0,55.0,1.0,10.0,33.0,25.0,65.0,5.0,35.0,15.0,99.0,30.0,65.0,80.0,20.0,35.0
55-60,M,E,95.0,90.0,100.0,99.0,70.0,75.0,50.0,50.0,55.0,0.0,10.0,60.0,50.0,70.0,5.0,51.0,70.0,95.0,25.0,75.0,85.0,10.0,60.0
55-60,M,E,95.0,95.0,100.0,100.0,70.0,85.0,60.0,25.0,60.0,0.0,40.0,70.0,40.0,75.0,25.0,65.0,65.0,100.0,10.0,85.0,70.0,30.0,50.0
55-60,M,E,95.0,98.0,100.0,100.0,70.0,51.0,50.0,30.0,51.0,0.0,20.0,70.0,35.0,51.0,4.0,40.0,70.0,98.0,49.0,51.0,80.0,10.0,40.0
55-60,M,E,90.0,0.0,0.0,70.0,70.0,64.0,50.0,30.0,75.0,0.0,20.0,30.0,59.0,65.0,10.0,80.0,90.0,90.0,30.0,50.0,81.0,10.0,70.0
55-60,M,E,90.0,90.0,95.0,95.0,75.0,75.0,50.0,35.0,51.0,5.0,15.0,35.0,25.0,65.0,15.0,40.0,45.0,85.0,15.0,75.0,85.0,15.0,60.0
55-60,M,E,99.0,99.0,100.0,100.0,80.0,80.0,40.0,5.0,60.0,0.0,10.0,80.0,25.0,80.0,95.0,40.0,90.0,99.0,5.0,90.0,95.0,20.0,40.0
55-60,M,E,95.0,95.0,100.0,95.0,,80.0,51.0,50.0,75.0,0.0,20.0,80.0,,75.0,2.0,30.0,75.0,98.0,5.0,60.0,85.0,10.0,30.0
55-60,M,E,90.0,90.0,95.0,90.0,40.0,65.0,40.0,25.0,60.0,0.0,20.0,25.0,40.0,65.0,10.0,35.0,50.0,95.0,20.0,65.0,80.0,15.0,50.0
55-60,M,E,90.0,90.0,100.0,95.0,75.0,75.0,50.0,50.0,75.0,0.0,10.0,50.0,50.0,50.0,5.0,75.0,50.0,99.0,10.0,85.0,75.0,5.0,75.0
55-60,M,E,95.0,95.0,100.0,100.0,66.0,75.0,33.0,10.0,55.0,0.0,5.0,80.0,25.0,75.0,5.0,66.0,51.0,100.0,25.0,90.0,90.0,5.0,33.0
55-60,M,E,70.0,70.0,80.0,55.0,55.0,65.0,50.0,55.0,55.0,10.0,25.0,60.0,50.0,55.0,20.0,55.0,55.0,75.0,25.0,60.0,70.0,25.0,55.0
55-60,M,E,90.0,90.0,95.0,95.0,70.0,75.0,50.0,50.0,70.0,0.0,30.0,70.0,50.0,70.0,15.0,80.0,95.0,99.0,15.0,70.0,90.0,20.0,50.0
55-60,M,E,95.0,98.0,100.0,95.0,70.0,75.0,40.0,25.0,55.0,0.0,20.0,70.0,30.0,75.0,15.0,40.0,30.0,98.0,20.0,90.0,80.0,15.0,65.0
55-60,M,E,95.0,90.0,100.0,100.0,75.0,90.0,50.0,50.0,75.0,0.0,10.0,80.0,50.0,75.0,10.0,75.0,75.0,100.0,10.0,95.0,90.0,10.0,60.0
55-60,M,E,75.0,75.0,95.0,85.0,50.0,75.0,50.0,50.0,51.0,10.0,25.0,60.0,50.0,50.0,10.0,25.0,50.0,75.0,10.0,75.0,75.0,10.0,50.0
55-60,M,E,100.0,90.0,100.0,100.0,65.0,60.0,50.0,33.0,65.0,0.0,15.0,70.0,25.0,65.0,5.0,60.0,75.0,90.0,10.0,65.0,75.0,20.0,50.0
55-60,M,E,90.0,90.0,90.0,90.0,60.0,60.0,40.0,30.0,51.0,0.0,40.0,50.0,60.0,50.0,10.0,70.0,80.0,70.0,20.0,51.0,80.0,20.0,70.0
55-60,M,E,90.0,80.0,100.0,100.0,40.0,75.0,1.0,1.0,51.0,0.0,25.0,75.0,1.0,65.0,10.0,60.0,60.0,99.0,25.0,75.0,85.0,35.0,55.0
55-60,M,E,90.0,90.0,100.0,80.0,70.0,65.0,50.0,50.0,51.0,0.0,30.0,80.0,40.0,70.0,15.0,60.0,60.0,95.0,10.0,75.0,90.0,20.0,50.0
55-60,M,E,95.0,95.0,100.0,100.0,70.0,75.0,50.0,5.0,51.0,0.0,20.0,,50.0,60.0,5.0,35.0,60.0,97.0,30.0,75.0,75.0,10.0,60.0
55-60,M,E,95.0,99.0,100.0,100.0,68.0,68.0,50.0,50.0,51.0,0.0,32.0,68.0,32.0,68.0,2.0,32.0,68.0,95.0,14.0,95.0,95.0,32.0,68.0
55-60,M,E,95.0,99.0,100.0,100.0,75.0,60.0,25.0,25.0,60.0,0.0,5.0,75.0,20.0,75.0,5.0,30.0,75.0,99.0,10.0,75.0,95.0,5.0,60.0
55-60,M,E,90.0,96.0,100.0,95.0,80.0,60.0,50.0,25.0,51.0,0.0,10.0,75.0,15.0,60.0,5.0,60.0,60.0,95.0,20.0,90.0,90.0,25.0,35.0
55-60,M,E,99.0,99.0,100.0,100.0,60.0,80.0,50.0,51.0,51.0,0.0,20.0,80.0,51.0,80.0,5.0,60.0,80.0,,10.0,90.0,80.0,5.0,60.0
55-60,M,E,90.0,97.0,99.0,100.0,55.0,70.0,50.0,25.0,55.0,0.0,5.0,60.0,20.0,66.0,10.0,30.0,30.0,95.0,5.0,70.0,85.0,10.0,55.0
55-60,M,E,90.0,95.0,100.0,100.0,80.0,70.0,40.0,30.0,60.0,0.0,20.0,60.0,30.0,70.0,20.0,40.0,40.0,90.0,20.0,80.0,90.0,20.0,40.0
55-60,M,E,90.0,90.0,100.0,100.0,90.0,75.0,50.0,25.0,60.0,0.0,15.0,75.0,50.0,75.0,15.0,30.0,40.0,100.0,25.0,85.0,85.0,15.0,60.0
55-60,M,E,90.0,90.0,100.0,100.0,60.0,50.0,50.0,50.0,60.0,0.0,30.0,50.0,50.0,50.0,10.0,70.0,60.0,100.0,49.0,50.0,80.0,20.0,40.0
55-60,M,E,95.0,85.0,98.0,95.0,60.0,70.0,35.0,20.0,55.0,0.0,10.0,60.0,30.0,85.0,5.0,35.0,30.0,100.0,25.0,80.0,90.0,5.0,60.0
55-60,M,E,85.0,90.0,100.0,100.0,70.0,60.0,50.0,30.0,55.0,0.0,25.0,60.0,45.0,65.0,15.0,55.0,70.0,90.0,25.0,75.0,80.0,30.0,40.0
55-60,M,E,90.0,90.0,100.0,100.0,60.0,51.0,25.0,5.0,51.0,0.0,10.0,75.0,10.0,51.0,5.0,5.0,20.0,90.0,30.0,75.0,75.0,20.0,50.0
55-60,M,E,95.0,99.0,100.0,100.0,25.0,50.0,10.0,1.0,50.0,0.0,10.0,25.0,1.0,50.0,2.0,15.0,10.0,99.0,1.0,50.0,75.0,5.0,25.0
55-60,M,E,90.0,90.0,100.0,100.0,60.0,51.0,25.0,5.0,51.0,0.0,10.0,75.0,10.0,51.0,5.0,5.0,20.0,90.0,30.0,75.0,75.0,20.0,50.0
55-60,M,E,90.0,85.0,100.0,80.0,65.0,65.0,20.0,50.0,51.0,0.0,15.0,65.0,65.0,33.0,5.0,75.0,70.0,95.0,10.0,66.0,85.0,20.0,40.0
55-60,M,E,85.0,90.0,100.0,100.0,75.0,66.0,50.0,40.0,55.0,0.0,25.0,70.0,30.0,65.0,25.0,40.0,70.0,99.0,20.0,75.0,80.0,25.0,60.0
55-60,M,E,90.0,90.0,100.0,100.0,65.0,75.0,50.0,40.0,55.0,0.0,30.0,65.0,50.0,70.0,25.0,40.0,60.0,95.0,15.0,80.0,85.0,25.0,50.0
55-60,M,E,90.0,95.0,100.0,100.0,80.0,80.0,50.0,50.0,60.0,0.0,15.0,70.0,45.0,75.0,5.0,89.0,80.0,99.0,10.0,75.0,85.0,5.0,50.0
55-60,M,E,,85.0,,90.0,65.0,70.0,51.0,50.0,60.0,0.0,30.0,60.0,51.0,80.0,25.0,70.0,78.0,95.0,40.0,80.0,85.0,30.0,63.0
55-60,M,E,95.0,95.0,100.0,90.0,70.0,60.0,50.0,20.0,51.0,0.0,10.0,66.0,50.0,55.0,5.0,65.0,65.0,99.0,40.0,75.0,80.0,10.0,55.0
55-60,M,E,85.0,90.0,85.0,75.0,65.0,55.0,50.0,55.0,51.0,0.0,15.0,65.0,55.0,60.0,10.0,52.0,80.0,95.0,15.0,85.0,70.0,15.0,55.0
55-60,M,E,90.0,85.0,99.0,95.0,90.0,95.0,50.0,30.0,75.0,5.0,10.0,80.0,45.0,75.0,10.0,75.0,80.0,98.0,20.0,75.0,95.0,20.0,50.0
55-60,M,E,85.0,95.0,90.0,80.0,60.0,80.0,50.0,20.0,55.0,0.0,25.0,75.0,33.0,70.0,10.0,25.0,10.0,95.0,20.0,60.0,80.0,10.0,50.0
55-60,M,E,85.0,80.0,95.0,75.0,65.0,65.0,40.0,30.0,60.0,2.0,30.0,65.0,50.0,65.0,20.0,55.0,70.0,90.0,20.0,75.0,80.0,30.0,50.0
55-60,M,E,90.0,80.0,100.0,75.0,70.0,70.0,55.0,60.0,60.0,0.0,15.0,70.0,51.0,75.0,5.0,66.0,70.0,95.0,30.0,70.0,80.0,25.0,50.0
55-60,M,E,75.0,85.0,95.0,85.0,66.0,65.0,50.0,25.0,66.0,5.0,15.0,50.0,20.0,50.0,10.0,50.0,65.0,95.0,10.0,65.0,80.0,10.0,35.0
55-60,M,E,95.0,98.0,100.0,100.0,85.0,75.0,50.0,50.0,67.0,5.0,10.0,80.0,67.0,75.0,10.0,67.0,80.0,100.0,10.0,90.0,95.0,5.0,50.0
55-60,M,E,90.0,95.0,100.0,100.0,25.0,66.0,50.0,15.0,51.0,0.0,10.0,20.0,15.0,90.0,5.0,25.0,33.0,95.0,15.0,60.0,75.0,10.0,50.0
55-60,M,E,85.0,80.0,100.0,90.0,55.0,55.0,30.0,50.0,55.0,2.0,30.0,60.0,50.0,50.0,30.0,50.0,70.0,95.0,50.0,60.0,75.0,25.0,55.0
55-60,M,E,85.0,90.0,96.0,90.0,60.0,60.0,45.0,15.0,51.0,1.0,20.0,65.0,25.0,55.0,10.0,30.0,30.0,94.0,20.0,65.0,80.0,15.0,37.0
55-60,M,E,85.0,90.0,100.0,95.0,75.0,55.0,40.0,25.0,51.0,0.0,20.0,60.0,50.0,60.0,10.0,70.0,80.0,100.0,20.0,70.0,90.0,10.0,50.0
55-60,M,E,80.0,90.0,95.0,75.0,75.0,75.0,50.0,40.0,60.0,10.0,25.0,60.0,40.0,65.0,20.0,50.0,75.0,85.0,30.0,75.0,75.0,25.0,50.0
55-60,M,E,90.0,85.0,99.0,95.0,80.0,80.0,50.0,50.0,75.0,1.0,10.0,80.0,50.0,50.0,1.0,90.0,80.0,99.0,5.0,75.0,80.0,20.0,60.0
